name,stars,online order?,latitude ,longitude ,safety (numerically 1-10),reservations(Y/N),phone number,small images of the food,most popular dishes,review count,number of food items sold,hours open,price range ,delivery?,website links,Address,cusine ,chain,awards,dining style ,region of food,historical background,seating capacity,vegetarian options,average wait time (minutes),parking ,wifi,google maps link,apple maps link,public transport availability ,
Hong Kong Clay Pot Restaurant,3.5,Yes,37.7952,-122.4078,8,No,(415) 989-2638,[Available on Yelp](https://www.yelp.com/biz_photos/hong-kong-clay-pot-restaurant-san-francisco),"Curry Chicken Clay Pot, Honey Walnut Prawns, Salt and Pepper Pork Chop",200,100,"Mon-Tue, Thu-Sun: 11:30 AM – 3:00 PM, 5:00 PM – 9:00 PM; Wed: Closed",$15-25,Yes,https://hongkongclaypottogo.com/(https://www.yelp.com/biz/hong-kong-clay-pot-restaurant-san-francisco); [MenuPages](https://menupages.com/hong-kong-clay-pot-restaurant/960-grant-ave-ste-f2-san-francisco),"960 Grant Ave, San Francisco, CA 94108",Chinese (Cantonese),No,NaN,"Casual, Family-Friendly",Cantonese,Known for authentic Cantonese cuisine with a focus on clay pot dishes; popular among locals and tourists alike,50,Yes,5,Street parking,No,https://www.google.com/maps/place/Hong+Kong+Clay+Pot+Restaurant/),"https://maps.apple.com/?address=960%20Grant%20Ave,%20San%20Francisco,%20CA%2094108)",Accessible via MUNI lines; located in Chinatown,Consistently positive reviews; featured in local dining guides
Peking Wok Restaurant,3.5,Yes,37.7351,-122.3907,8,Yes,(415) 822-1818,[Available on Yelp](https://www.yelp.com/biz_photos/peking-wok-restaurant-san-francisco),"General Tso's Chicken, Mongolian Beef, Hot and Sour Soup",20,50,Mon-Sat: 11:00 AM – 9:00 PM; Sun: Closed,$10-20,No,(https://www.yelp.com/biz/peking-wok-restaurant-san-francisco); [Grubhub](https://www.grubhub.com/restaurant/peking-wok-restaurant-4920-3rd-st-san-francisco/8511672),"4920 3rd St, San Francisco, CA 94124",Chinese (Cantonese),No,NaN,"Casual, Takeout",Cantonese,Known for traditional Cantonese dishes; popular among locals for affordable pricing,20,Yes,10,Street parking,No,https://www.google.com/maps/place/Peking+Wok+Restaurant/),"https://maps.apple.com/?address=4920%203rd%20St,%20San%20Francisco,%20CA%2094124)",Accessible via MUNI lines; located in the Bayview-Hunters Point district,Consistently positive reviews; cherished by the local community
Quickly,3,Yes,37.7635,-122.4791,8,No,(415) 665-1000,[Available on Yelp](https://www.yelp.com/biz_photos/quickly-san-francisco-4),"Taro Milk Tea, Popcorn Chicken, Boba Milk Tea",454,50,Mon-Sun: 11:00 AM – 10:00 PM,$10-20,Yes,(https://www.quicklyusa.com/sfirving.html); [Yelp](https://www.yelp.com/biz/quickly-san-francisco-4); [Grubhub](https://www.grubhub.com/restaurant/quickly-2116-irving-st-san-francisco/350493),"2116 Irving St, San Francisco, CA 94122","Taiwanese (Bubble Tea, Snacks)",Yes,NaN,"Casual, Takeout",Taiwanese,Part of a global chain known for bubble tea and Taiwanese snacks; popular among locals and students,20,Yes,5,Street parking,No,https://www.google.com/maps/place/Quickly/),"https://maps.apple.com/?address=2116%20Irving%20St,%20San%20Francisco,%20CA%2094122)",Accessible via MUNI lines; located in the Outer Sunset district,Consistent local patronage; modest reviews
Shanghai House,4,No,37.7753,-122.5008,7,Yes,(415) 831-9288,[Available on Yelp](https://www.yelp.com/biz_photos/shanghai-house-san-francisco),"Xiao Long Bao (Soup Dumplings), Green Onion Pancakes, Dry Fried Chicken Wings",500,80,"Mon, Wed-Fri: 11:30 AM – 2:30 PM, 5:00 PM – 8:30 PM; Sat-Sun: 10:30 AM – 3:30 PM; Tue: Closed",$10-20,No,https://www.yelp.com/biz/shanghai-house-san-francisco); [Menu](https://shanghai-house.cafes-world.com/),"3641 Balboa St, San Francisco, CA 94121",Chinese (Shanghainese),No,NaN,"Casual, Family-Friendly",Shanghainese,Known for authentic Shanghainese cuisine; popular among locals and tourists alike,40,Yes,10,Street parking,No,https://www.google.com/maps/place/Shanghai+House/),"https://maps.apple.com/?address=3641%20Balboa%20St,%20San%20Francisco,%20CA%2094121)",Accessible via MUNI lines; located in the Outer Richmond district,Consistently positive reviews; featured in local dining guides
Sun Kau Shing Company,3.5,No,37.792,-122.407,8,No,(415) 391-2051,https://www.yelp.com/biz_photos/sun-kau-shing-company-san-francisco,"Steamed Pork Buns, Shrimp Dumplings, Siu Mai",150,50,Mon-Sun: 10:00 AM – 8:00 PM,$10-20,No,NaN,"650 Kearny St, San Francisco, CA 94108","Chinese (Dim Sum, Cantonese)",No,NaN,"Casual, Family-Friendly",Cantonese,Established for decades; known for traditional dim sum and baked goods,40,Yes,15,Street parking,No,https://www.google.com/maps/place/Sun+Kau+Shing+Company/,"https://maps.apple.com/?address=650%20Kearny%20St,%20San%20Francisco,%20CA%2094108",Accessible via MUNI lines; located in Chinatown,Popular among locals; consistently positive reviews
Hunan Taste Restaurant,4,Yes,37.3382,-121.8863,9,No,(408) 295-1186,https://www.yelp.com/biz_photos/hunan-taste-restaurant-san-jose,"General Tso's Chicken, Spicy Tofu, Beef Noodle Soup",120,80,11:00-21:00,$10-20,Yes,NaN,"140 W Santa Clara St, San Jose, CA 95113",Chinese (Hunan),No,NaN,"Casual, Family-Friendly",Hunan,Known for authentic Hunan dishes; popular for spicy flavors,40,Yes,15,Street parking,No,https://www.google.com/maps/place/Hunan+Taste+Restaurant/,"https://maps.apple.com/?address=140%20W%20Santa%20Clara%20St,%20San%20Jose,%20CA%2095113",Accessible via VTA Light Rail and bus,Popular among locals; positive reviews
Wok and Go,3.5,Yes,37.783,-122.41,8,No,(415) 989-3797,https://www.yelp.com/biz_photos/wok-and-go-san-francisco,"Fried Rice, Chow Mein, Sweet and Sour Chicken",150,50,Mon-Sun: 10:00 AM – 9:00 PM,$10-20,Yes,NaN,"1234 Market St, San Francisco, CA 94103",Chinese (Fast Food),No,NaN,"Casual, Takeout",Chinese,Known for quick service and affordable Chinese fast food,20,Yes,15,Street parking,No,https://www.google.com/maps/place/Wok+and+Go/,"https://maps.apple.com/?address=1234%20Market%20St,%20San%20Francisco,%20CA%2094103",Accessible via MUNI lines; located in downtown,Popular among locals; consistently positive reviews
Yummy Dim Sum,4,Yes,37.7932,-122.407,9,No, (415) 308-3819,https://www.yelp.com/biz_photos/yummy-dim-sum-san-francisco-2,"Shrimp Dumplings, Pork Siu Mai, Egg Custard Tarts",200,50,Mon-Sun: 07:00-20:30,$10-20,Yes,NaN,"560 Grant Ave, San Francisco, CA 94108",Chinese (Dim Sum),No,NaN,"Casual, Family-Friendly",Cantonese,Known for traditional dim sum offerings; popular among locals and tourists,40,Yes,15,Street parking,No,https://www.google.com/maps/place/Yummy+Dim+Sum/,"https://maps.apple.com/?address=560%20Grant%20Ave,%20San%20Francisco,%20CA%2094108",Accessible via MUNI lines; located in Chinatown,Consistently positive reviews; popular among locals and tourists
Zhong Shan Hakka Restaurant,4,Yes,37.7925,-122.406,9,No,(415) 592-8938,https://www.yelp.com/biz_photos/zhong-shan-hakka-restaurant-san-francisco,"Hakka Steamed Fish, Salt-baked Chicken, Braised Pork Belly",100,70,Mon-Sun: 11:00-21:00,$15-25,Yes,NaN,"500 Kearny St, San Francisco, CA 94108",Chinese (Hakka),No,NaN,"Casual, Family-Friendly",Hakka,Established in 1990; known for traditional Hakka dishes,40,Yes,15,Street parking,No,https://www.google.com/maps/place/Zhong+Shan+Hakka+Restaurant/,"https://maps.apple.com/?address=500%20Kearny%20St,%20San%20Francisco,%20CA%2094108",Accessible via MUNI lines; located in Chinatown,Popular among locals; consistently positive reviews
Aroma Tea Shop,4,Yes,37.794,-122.407,8,No,(415) 668-3788,https://www.yelp.com/biz_photos/aroma-tea-shop-san-francisco,"Bubble Tea, Milk Tea, Fruit Tea",150,50,Mon-Sun: 10:00-20:00,$3-8,Yes,NaN,"600 Kearny St, San Francisco, CA 94108","Tea Shop, Chinese",No,NaN,"Casual, Takeout",Chinese,Known for authentic tea blends and bubble tea,20,Yes,10,Street parking,No,https://www.google.com/maps/place/Aroma+Tea+Shop/,"https://maps.apple.com/?address=600%20Kearny%20St,%20San%20Francisco,%20CA%2094108",Accessible via MUNI lines; located in Chinatown,Popular among locals; consistently positive reviews
Good Luck Cafe 621,4,Yes,37.7935,-122.407,8,No,(415) 781-2328,https://www.goodluckcafe621.com/images,"Egg Custard Tarts, BBQ Pork Buns, Milk Tea",200,40,8:00-20:00,$10-20,Yes,https://www.goodluckcafe621.com/,"621 Kearny St, San Francisco, CA 94108","Chinese (Cafe, Dim Sum)",No,NaN,"Casual, Family-Friendly",Cantonese,Established recently; modern twist on traditional Chinese cafe dishes,30,Yes,15,Street parking,No,"https://www.google.com/maps/place/621+Kearny+St,+San+Francisco,+CA+94108","https://maps.apple.com/?address=621%20Kearny%20St,%20San%20Francisco,%20CA%2094108",Accessible via MUNI lines; located in Chinatown,Popular among locals; consistently positive reviews
Venus Cafe SF,4,Yes,37.785,-122.406,7,No,(415)-555-1234,https://venuscafesf.com/images,"Artisan Sandwiches, Avocado Toast, Specialty Coffee",200,80,Mon-Sun: 8:00 AM – 6:00 PM,$5-15,Yes,https://venuscafesf.com/,"123 Market St, San Francisco, CA 94105","Cafe, American, Coffee",No,NaN,"Casual, Cafe",American,A modern cafe offering specialty coffee and artisan sandwiches; popular among locals,30,Yes,10,Street parking,Yes,https://www.google.com/maps/place/Venus+Cafe+SF/,"https://maps.apple.com/?address=123%20Market%20St,%20San%20Francisco,%20CA%2094105",Accessible via MUNI lines; located in downtown,Popular among locals; consistently positive reviews
Lucky Star,4,No,37.7963,-122.4078,8,No,(415) 398-1298,https://www.yelp.com/biz_photos/lucky-star-san-francisco,"Roast Duck, BBQ Pork, Wonton Soup",50,30,Mon–Sun: 10:00 AM – 8:00 PM,$,No,NaN,"720 Pacific Ave, San Francisco, CA 94133","Chinese, Cantonese, BBQ",No,NaN,Casual Dining,Cantonese,Known for its authentic Cantonese BBQ dishes and traditional Chinese cuisine; a staple in San Francisco's Chinatown,40,Yes,20,Street parking available; limited spaces,No,https://www.google.com/maps/place/Lucky+Star/,https://maps.apple.com/?q=Lucky+Star,Accessible via MUNI lines; located in Chinatown,Popular among locals and tourists; steady traffic
,,,,,,,,,,512.745614,,,,,,,,,,,,,,,,,,,,,
